,id,timestamp,tweet_text,username,followers_count,location
0,1.5778E+18,2022-10-05 23:00:01+00:00,"Soal Isu Pertalite Boros, Pemerintah menepis dan memastikan Semua Telah Memenuhi Standar, dgn pengujian sampel BBM pertalite dr 6 SPBU #SukseskanPembangunanNKRI #UtangTerkendali https://t.co/awZwGbJzWi",ucinglicious,12,
1,1.57775E+18,2022-10-05 20:00:35+00:00,Jika revolusi BBM ke Listrik ini berhasil.Pemerintah wajib mengawasi antara pasokan listrik dan penerimaan listrik di pasar. supaya tdk menjadi over supply.  @jokowi  @ganjarpranowo @dini_purwono,yunius_psi,13,
2,1.5777E+18,2022-10-05 16:40:32+00:00,"Harga Minyak Dunia Terus Turun, Saatnya Pemerintah Turunkan Pula Harga BBM Bersubsidi‼️  #BersamaMelayaniRakyat #PKSPelayanRakyat #dpcpkswringinanom https://t.co/cDy21Ydw07",dpc_wringinanom,64,wringinanom gresik jawa timur
3,1.57768E+18,2022-10-05 15:12:19+00:00,Komitmen pemerintah untuk menyalurkan BLT BBM kepada masyarakat. #SalurkanBLTBBM https://t.co/jpbMU4Ndgr,gittryani,1,
4,1.57768E+18,2022-10-05 15:12:14+00:00,Komitmen pemerintah untuk menyalurkan BLT BBM kepada masyarakat. #SalurkanBLTBBM https://t.co/pedOqWyigh,gittryani,1,
5,1.57768E+18,2022-10-05 15:12:08+00:00,Komitmen pemerintah untuk menyalurkan BLT BBM kepada masyarakat. #SalurkanBLTBBM https://t.co/VOJGp6WsOd,gittryani,1,
6,1.57768E+18,2022-10-05 15:12:01+00:00,Komitmen pemerintah untuk menyalurkan BLT BBM kepada masyarakat. #SalurkanBLTBBM https://t.co/7wu7B03XZP,gittryani,1,
7,1.57766E+18,2022-10-05 13:57:49+00:00,Anggota Komisi VII DPR Mulyanto: Saatnya Pemerintah Turunkan Harga BBM Bersubsidi . Jangan planga-plongo. Saat berpihak kepada rakyat. https://t.co/cxiAPxU74I via @tribunnews,pakmul63,2962,Tangerang Raya
8,1.57766E+18,2022-10-05 13:48:55+00:00,"Guna memastikan ketersediaan BBM bersubsidi, pemerintah resmi menambah kuota pertalite dan solar per 1 Oktober 2022. Penambahan pertalite sebanyak 6,86 juta kL, sedangkan solar sebanyak 2,73 juta kL. #Ekonomi #AdadiKompas  https://t.co/DPYIX15cns",hariankompas,996927,"Palmerah, Jakarta"
9,1.57766E+18,2022-10-05 13:45:08+00:00,"Setelah sebulan lalu pemerintah mengumumkan kenaikan harga BBM, kini Provinsi Jawa Tengah (Jateng) mengalami inflasi bulanan sebesar 1,19 persen. Angka inflasi Jateng itu lebih tinggi dari inflasi nasional yang sebesar 1,17 persen. #inibaruid https://t.co/9nUU2mFqd9",officialInibaru,502,"Semarang, Jawa Tengah"
10,1.57765E+18,2022-10-05 13:27:56+00:00,"Pemerintah tambah subsidi BBM hingga akhir tahun 🔥  Pemerintah berencana tingkatkan kuota Pertalite sebanyak 6,86 juta kiloliter dan Solar 2,73 juta kiloliter hingga akhir 2022. Kementrian ESDM juga memastikan pembelian keduanya akan dibatasi agar lebih tepat sasaran. https://t.co/cH27iHeGrB",Stockbit,30567,Jakarta
11,1.57765E+18,2022-10-05 13:25:14+00:00,"Banyak yg gak suka bahkan benci dg pemerintah, tp kalo ada blt, bansos, prakerja, bantuan bbm, antri paling depan. Ada yg kyk gitu? Banyakkkkkk",SobatKampung,0,
12,1.57764E+18,2022-10-05 12:57:43+00:00,Penyesuaian harga BBM ini diambil pemerintah dengan banyak proses pengkajian sehingga menemukan titik temu dimana tidak merugikan rakyat dan negara diambil ditengah #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/wAYTFpR28Y,ArifSubagiyo2,11,
13,1.57764E+18,2022-10-05 12:53:33+00:00,Pemerintah menambah kuota Pertalite dan Solar subsidi untuk menjawab kekhawatiran masyarakat terkait ketersediaan BBM di wilayah masing-masing. https://t.co/SfCCk5P2rj,akuratco,7975,Jakarta Capital Region
14,1.57764E+18,2022-10-05 12:32:02+00:00,Dukung Kebijakan Pemerintah dalam Penyesuaian Harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/vXK2VdeJni,ResaniMelissa,110,Jakarta
15,1.57763E+18,2022-10-05 11:42:39+00:00,BLT adalah solusi untuk Penyesuaian harga BBM dari Pemerintah.  📌Banten #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/ym5eusfdEV,anonymsmee,246,"Tangerang, Banten"
16,1.57763E+18,2022-10-05 11:41:47+00:00,Pemerintah tambah kuota BBM jenis pertalite dan solar subsidi . . #EkonomiRITetapMenguat https://t.co/lin3ni6WMh,amuzesouter129,1336,Indonesia
17,1.57762E+18,2022-10-05 11:16:03+00:00,"Imbas Kenaikan Harga BBM, Iperindo Minta Subsidi Pembiayaan Perkapalan ke Pemerintah https://t.co/YVlKIStZ5D",KompasEkonomi,37982,Indonesia
18,1.57762E+18,2022-10-05 11:05:44+00:00,Pemerintah Tambah Kuota BBM Bersubsidi Jenis Pertalite dan Solar https://t.co/VmeKmmZUq3,carepucuk,2152,Home Sweet Home
19,1.57761E+18,2022-10-05 10:57:17+00:00,Dukung pemerintah penyesuain harga BBM tepat sasaran Banten #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/wOxXKSvhyz,Syarini7Vina,862,
20,1.57761E+18,2022-10-05 10:47:58+00:00,"Pemerintah menambah kuota Bahan Bakar Minyak (BBM) jenis pertalite dan solar subsidi pada 1 Oktober 2022. Penambahan kuota pertalite sebanyak 6,86 juta kiloliter... https://t.co/qIdLtTjlTE",voidotid,26561,Indonesia
21,1.57761E+18,2022-10-05 10:46:13+00:00,"Kepala BKF Kementerian Keuangan Febrio Kacaribu mengungkapk, angka inflasi September lebih rendah dibanding perkiraan pemerintah. https://t.co/7sKGBpc14j",detikfinance,639258,"Jakarta, Indonesia"
22,1.57761E+18,2022-10-05 10:44:57+00:00,bantuan langsung tunai (BLT) dari pemerintah sebagai konsekuensi penyesuaian harga bahan bakar minyak (BBM) memberikan manfaat yang besar bagi masyarakat Pertamina Terbaik https://t.co/WPUYm5XFFy,ballapann,2850,
23,1.57761E+18,2022-10-05 10:44:29+00:00,"Saat ini Pemerintah telah menambah kuota pertalite 6,8 juta KL, sementara untuk solat ditambah 2,73 juta KL. Namun demikian BPH Migas menyatakan terus akan mengawasi penyaluran BBM subsidi supaya tepat sasaran.  @pertamina  #BBMIndonesiaPalingMurah https://t.co/37CBVNY5Wl",digifeeder,6329,Indonesia
24,1.57761E+18,2022-10-05 10:39:46+00:00,Walaupun kuota BBM di tambah BPH Migas menyatakan akan tetap mengawasi penyaluran subsidi BBM dari pemerintah. Ini akan membuat keadilan bagi rakyat kecil terwujud.  @pertamina  #BBMIndonesiaPalingMurah https://t.co/1l8XJe57PN,hvezar,4624,"Jawa Barat, Indonesia"
25,1.57761E+18,2022-10-05 10:39:10+00:00,"Pemerintah terus mengupayakan agar BBM bersubsidi tersalurkan dg tepat sasaran, Salah satu langkah yang saat ini tengah dijalankan ialah melalui pemanfaatan aplikasi MyPertamina. @pertamina Pertamina Terbaik https://t.co/0bmr7CFXkP",IrvanWis,5103,
26,1.57761E+18,2022-10-05 10:38:08+00:00,tersebut pemerintah melakukan campur tangan dalam penentuan harga BBM.  Simak selengkapnya pada infografis di atas!  #kastraddicted https://t.co/rZqbNl7eUU,himapemunhas,12,
27,1.57761E+18,2022-10-05 10:32:38+00:00,PKS konsisten mendesak Pemerintah membatalkan kenaikan harga BBM bersubsidi‼️  || @diah_nur   #fraksipksdprri  #BersamaMelayaniRakyat  #PKStolakkenaikanBBM https://t.co/sLRU8FMckB,FPKSDPRRI,211649,Jakarta Capital Region
28,1.57761E+18,2022-10-05 10:32:09+00:00,"Bisa Hemat Subsidi BBM Rp502 Triliun, Pemerintah Target 2 Juta Motor Listrik pada 2025 https://t.co/NVGB2ySP33 #TrenAsia",trenasia_com,422,Jakarta
29,1.57761E+18,2022-10-05 10:30:44+00:00,Pemerintah daerah Bengkulu mendukung kebijakan pemerintah pusat dalam mengatasi dampak kenaikan harga BBM dengan BLT dan BSU.  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/AR2UDK3s3P,BarbFenno3,3,"Kota Bengkulu, Bengkulu"
30,1.57761E+18,2022-10-05 10:28:36+00:00,Pertamina memastikan Stok BBM bersubsidi cukup hingga akhir tahun krn pemerintah juga telah menambah stok BBM subsidi  Jadi kalian jangan kuatir Pertalite Aman 😎 https://t.co/ZgESjcwvtd,n4byl5,4842,Indonesia
31,1.57761E+18,2022-10-05 10:27:25+00:00,Masyarakat Bengkulu mendukung kebijakan pemerintah memberikan BLT BBM untuk mengatasi kesulitan yang dialami oleh warga masyarakat dampak penyesuaian harga BBM.  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah https://t.co/WvherD8iPV,AngelaS84713839,2,"Kota Bengkulu, Bengkulu"
32,1.57761E+18,2022-10-05 10:27:08+00:00,Pemerintah telah menyetujui penambahan kuota BBM Subsidi agar bisa bertahan sampek akhir tahun   penambahan kuota BBM solar sdh mencapai 87% dan BBM Pertalite 95%   Pertalite aman  BBM Pertamina termurah dan terhemat https://t.co/qf0K8yA1zy,LekMarteg,22856,"Sukoharjo, Indonesia"
33,1.57761E+18,2022-10-05 10:26:22+00:00,Pemerintah menyetujui penambahan jumlah kuota BBM subsidi agar cukup sampai akhir tahun.  Adapun realisasi penambahan kuota BBM jenis solar sdh mencapai 87 % dan Pertalite sudah mencapai 95 %.  @pertamina  #BBMIndonesiaPalingMurah https://t.co/CXM9D17Ue8,prgjurit,3023,"Kota Palembang, Sumatera Selat"
34,1.57761E+18,2022-10-05 10:25:29+00:00,"Harga BBM Indonesia masih paling murah bestie. Karena masih ada subsidi dari Pemerintah di tiap liternya. Contohnya aja Pertalite, produk favorit ini masih disubsidi kisaran 4 rb/liternya.  Pertalite Harga Paling Hemat dan Irit https://t.co/wDMSgQgRsA",AbangSatus,3036,
35,1.57761E+18,2022-10-05 10:22:29+00:00,Pemerintah tambah kuota BBM jenis pertalite dan solar subsidi . . #EkonomiRITetapMenguat https://t.co/IlStZXwlYh,jeje_magdalena,1321,
36,1.5776E+18,2022-10-05 10:14:11+00:00,"Efek BBM Naik Berlanjut, Pemerintah Bakal Lanjutkan BLT 2023? https://t.co/scWKMWFKS2",cnbcindonesia,178912,Jakarta Capital Region
37,1.5776E+18,2022-10-05 10:13:53+00:00,Pemerintah tambah kuota BBM jenis pertalite dan solar subsidi . . #EkonomiRITetapMenguat https://t.co/q9mSgISqJh,stithyjanker50,1513,Indonesia
38,1.5776E+18,2022-10-05 10:08:56+00:00,Penyesuaian harga BBM sangat membantu masyarakat dan merupakan keputusan yang tepat oleh pemerintah menegakan keadilan. Pemuda Bali Bersatu dukung penuh penyesuaian harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/Pd5jqp4yD2,vetjutus,28,"Denpasar Timur, Indonesia"
39,1.5776E+18,2022-10-05 10:06:05+00:00,Harga BBM Di Indonesia termasuk paling murah di banding rata rata negara Asean hal itu karena adanya subsidi dari Pemerintah Pertamina Terbaik BBM Pertamina Termurah dan Terhemat https://t.co/MLlMtorO65,babegalak1,13538,
40,1.5776E+18,2022-10-05 10:04:38+00:00,Manfaat BLT BBM ringankan masyarakat dr gejolak kenaikan hrga global. Ini cara pemerintah memberikan terobosan kpd masyarakat dgn kondisi ekonomi yg tdk menentu dgn cara memberikan kompensasi brupa BLT BBM. Pertamina Terbaik dan Pelayanan Pertamina Luar Biasa https://t.co/CyUWNuN0yT,yeributkuy,5962,
41,1.5776E+18,2022-10-05 10:03:23+00:00,"Berlaku sejak 1 Oktober 2022 dan bertujuan untuk memenuhi kebutuhan masyarakat hingga akhir tahun, Pemerintah menambah kuota BBM bersubsidi. Pertamina Terbaik https://t.co/KsXIRjB4Ks",IrvanWis,5103,
42,1.5776E+18,2022-10-05 09:56:19+00:00,"Harga Minyak Dunia Terus Turun, Saatnya Pemerintah Turunkan Pula Harga BBM Bersubsidi‼️  || @pakmul63  #fraksipksdprri #BersamaMelayaniRakyat #PKSPelayanRakyat https://t.co/Xt7Z0RYIL7",FPKSDPRRI,211649,Jakarta Capital Region
43,1.5776E+18,2022-10-05 09:53:33+00:00,Penyesuaian Harga BBM Pemerintah Tetap Lindungi Rakyat dari Gejolak Harga Minyak Dunia. https://t.co/uTxLjl6woQ,evelinemonicaa,118,"Papua, Indonesia"
44,1.5776E+18,2022-10-05 09:49:38+00:00,ICP (harga minyak mentah Indonesia) sudah anjlok di bawah asumsi APBN-P tahun 2022. . Jadi kapan BBM bersubsidi turun Pak Jokowi? ⁦@PKSejahtera⁩ ⁦@FPKSDPRRI⁩  https://t.co/gMn7LWw3jU,pakmul63,2962,Tangerang Raya
45,1.5776E+18,2022-10-05 09:45:46+00:00,"Pemerintah memilih jalan keadilan dengan mengalahkan subsidi BBM menjadi BLT. #PerekonomianKianMembaik #IndonesiaBangkit  Jepang | Ferdy Sambo | 1,5 M | Aremania | Telkomsel | Nasdrun | 77 TNI | Nasdem | Tulus Utamakan Rakyat https://t.co/6vhYf9YtuM",Negerijaya1,1103,
46,1.5776E+18,2022-10-05 09:45:27+00:00,"Langkah pemerintah menyesuaikan harga BBM jadi momentum perbaikan struktur pemberian subsidi. #PerekonomianKianMembaik #IndonesiaBangkit @jokowi   Jepang | Ferdy Sambo | 1,5 M | Aremania | Telkomsel | Nasdrun | 77 TNI | Nasdem | Tulus Utamakan Rakyat https://t.co/NJqXmPe743",komisarispolit1,958,"DKI Jakarta, Indonesia"
47,1.57759E+18,2022-10-05 09:40:49+00:00,"Kita harus bersyukur, karena harga BBM di Indonesia masih jauh lebih murah dibandingkan dng negara lain.  Harga BBM ini murah karena disubsidi oleh pemerintah.  @pertamina  #BBMIndonesiaPalingMurah https://t.co/TO2KFPv6LR",prgjurit,3023,"Kota Palembang, Sumatera Selat"
48,1.57759E+18,2022-10-05 09:40:10+00:00,"Terima kasih, #KawanPajak!  Pemerintah telah menyalurkan kontribusi dari #KawanPajak dalam bentuk BLT BBM kepada masyarakat yang membutuhkan. https://t.co/KO24qT9Zgq",pajakpalmerah,366,"Jakarta Barat, DKI Jakarta"
49,1.57759E+18,2022-10-05 09:33:10+00:00,Pemerintah pantau langsung penyaluran BLT BBM untuk masyarakat  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan Kepulauan Riau https://t.co/qLwx0sbf8s,putrilivia19,9,"Natuna, Kepulauan Riau"
50,1.57759E+18,2022-10-05 09:27:57+00:00,Penyesuaian harga BBM diambil pemerintah untuk menahan inflasi #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran Kepulauan Riau https://t.co/709ZbQsPiN,putrilivia19,9,"Natuna, Kepulauan Riau"
51,1.57758E+18,2022-10-05 08:56:16+00:00,Penyaluran BLT BBM ini sebagai kepedulian pemerintah terhadap perekonomian masyarakat kurang mampu.  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan Jambi ikut mendukung untuk Indonesia https://t.co/mjg2xyYWlV,gus_azman,386,"Kota Jambi, Jambi"
52,1.57758E+18,2022-10-05 08:50:17+00:00,Pemerintah mempercepat penyaluran BLT BBM Kepada Masyarakat #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan Jambi ikut mendukung untuk Indonesia https://t.co/25OViKy4jZ,gus_azman,386,"Kota Jambi, Jambi"
53,1.57758E+18,2022-10-05 08:50:03+00:00,"""Seluruh rencana ini telah dilaporkan ke pemerintah pusat dan tinggal realisasinya kepada penerima subsidi BBM,"" katanya. https://t.co/Ih67ePmcQA",eradotid,20925,Jakarta Capital Region
54,1.57758E+18,2022-10-05 08:42:40+00:00,"Sumatera Utara mendukung Kebijakan Pemerintah mengalihkan subsidi BBM ke BLT demi mewujudkan penyaluran subsidi yang tepat sasaran #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/almN3RpX1s",MilaAnd84930890,265,"Medan Maimun, Indonesia"
55,1.57758E+18,2022-10-05 08:38:33+00:00,Ayoo bersama kita dukung pemerintah Jambi Dukung Penyesuaian Harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/O8pjfV5Cn6,faniazudit,134,
56,1.57758E+18,2022-10-05 08:37:35+00:00,Langkah dan kebijakan yang tepat diambil pemerintah Jambi Dukung Penyesuaian Harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/OOtEbsEPwh,faniazudit,134,
57,1.57758E+18,2022-10-05 08:36:50+00:00,Upaya pemerintah mengatasi kendala APBN Jambi Dukung Penyesuaian Harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/acYvrbMN8P,faniazudit,134,
58,1.57758E+18,2022-10-05 08:35:52+00:00,"Jangan memperjuangkan hak orang kaya, langkah pemerintah sudah tepat Jambi Dukung Penyesuaian Harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/MsVBwp1KjS",faniazudit,134,
59,1.57758E+18,2022-10-05 08:33:11+00:00,Selengkapnya klik tautan ini  https://t.co/rArSTFA3c4  Ijin tag  @MardaniAliSera @hnurwahid @tifsembiring @lediahanifa @salimsegaf https://t.co/FJguOruhfS,SAPA_PakMUL,174,"Tangerang, Banten"
60,1.57758E+18,2022-10-05 08:32:15+00:00,Penyesuaian harga BBM diambil pemerintah untuk menahan inflasi Jambi Dukung Penyesuaian Harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/SIvSgAKEhP,faniazudit,134,
61,1.57758E+18,2022-10-05 08:31:48+00:00,Kebijakan pemerintah sudah tepat Jambi Dukung Penyesuaian Harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/eAOv02Kuz1,faniazudit,134,
62,1.57758E+18,2022-10-05 08:30:08+00:00,Pemerintah Tambah Kuota Pertalite dan Solar Subsidi #Pertalite #SolarSubsidi #BBM #BPHMigas #SPBU https://t.co/gxR2IdIDSw,ceklissatucom,32,"Bogor, Indonesia"
63,1.57758E+18,2022-10-05 08:30:05+00:00,Penyesuaian Harga BBM digunakan Pemerintah Kesejahteraan Masyarakat Indonesia.. Kalimantan Tengah #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/5HLnOwa1qw,Windi5858,11,"Kalimantan Tengah, Indonesia"
64,1.57758E+18,2022-10-05 08:29:14+00:00,Penyesuaian harga BBM adalah langkah yang tepat diambil pemerintah Jambi Dukung Penyesuaian Harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/ecL2tE5FX0,faniazudit,134,
65,1.57758E+18,2022-10-05 08:28:45+00:00,"Subsidi BBM jadi beban APBN, penyesuaian harga BBM langkah yang tepat diambil pemerintah Jambi Dukung Penyesuaian Harga BBM  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/5mZO3ORPlg",faniazudit,134,
66,1.57758E+18,2022-10-05 08:27:11+00:00,"Terima kasih, #KawanPajak!  Pemerintah telah menyalurkan kontribusi dari #KawanPajak dalam bentuk BLT BBM kepada masyarakat yang membutuhkan. https://t.co/hmBpHQfg6X",pajakmdybogor,136,Jl Ir H Djuanda No 64 Paledang
67,1.57758E+18,2022-10-05 08:25:33+00:00,Pemerintah jokowi percepat penyaluran BLT BBM kepada masyarakat  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan Jambi https://t.co/G4bhPK35uS,anggun2908,34,
68,1.57758E+18,2022-10-05 08:23:57+00:00,Pemerintah jokowi percepat penyaluran BLT BBM kepada masyarakat  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan Jambi https://t.co/RpUhkTQJmm,anggun2908,34,
69,1.57758E+18,2022-10-05 08:23:50+00:00,Pemerintah menambah kuota BBM Pertalite dan Solar subsidi yang berlaku sejak 1 Oktober 2022 untuk memenuhi kebutuhan masyarakat hingga akhir tahun. #PerekonomianKianMembaik #IndonesiaBangkit @jokowi   Aremania | Telkomsel | Nasdrun | 77 TNI | Nasdem | Tulus Utamakan Rakyat https://t.co/nztFgaBfIe,Negerijaya1,1103,
70,1.57758E+18,2022-10-05 08:23:29+00:00,"Penuhi Kebutuhan Masyarakat, Pemerintah Tambah Kuota Subsidi BBM Pertalite dan Solar https://t.co/Uf8PoDglUh",BimataIndonesia,104,
71,1.57758E+18,2022-10-05 08:22:50+00:00,Pemerintah jokowi percepat penyaluran BLT BBM kepada masyarakat  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan Jambi https://t.co/0ocXOT2ZIK,anggun2908,34,
72,1.57757E+18,2022-10-05 08:21:31+00:00,Pemerintah jokowi percepat penyaluran BLT BBM kepada masyarakat  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan Jambi https://t.co/ubcLTxa5kg,anggun2908,34,
73,1.57757E+18,2022-10-05 08:11:07+00:00,Dukung Langkah pemerintah dalam penyesuian harga BBM sudah tepat dan pasti berdampak positif.   - Suara Orang Sumatera Utara -  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/QAih9v0bFK,AfifahJanet,255,"Medan Sunggal, Indonesia"
74,1.57757E+18,2022-10-05 08:10:59+00:00,Penyesuian harga BBM merupakan langkah tepat pemerintah dan harus kita dukung.   - Suara Orang Sumatera Utara -  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/csEz485oGJ,AfifahJanet,255,"Medan Sunggal, Indonesia"
75,1.57757E+18,2022-10-05 08:10:13+00:00,"Dukung Penyesuaian Harga BBM , Strategi Tepat Pemerintah Dalam Menyelamatkan Perekonomian Indonesia   - Suara Orang Sumatera Utara -  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/YZFFPdKtiV",KokoPrasetya12,561,"Medan Kota, Indonesia"
76,1.57757E+18,2022-10-05 08:09:09+00:00,Bersama Dukung pemerintah dalam penyesuian harga BBM agar indonesia tetap berjaya.   - Suara Orang Sumatera Utara -  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/2xqUgUTI48,ClaraPu19417438,71,"Medan Selayang, Indonesia"
77,1.57757E+18,2022-10-05 08:05:36+00:00,Pemerintah resmi menambah kuota BBM jenis pertalite dan solar subsidi  #bbm #Indonesia #subsidibbm https://t.co/2fYrxXO8UK,BERITAKINI_CO,1921,"Banda Aceh,Indonesia"
78,1.57757E+18,2022-10-05 07:58:08+00:00,Pemerintah telah salurkan BLT BBM kepada masyarakat yang membutuhkan Sumatera Selatan  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/lKTmuDW6zR,HidupNusantara,87,Sumatera Selatan
79,1.57757E+18,2022-10-05 07:58:00+00:00,Personil Unit Samapta Polsek Medan Kota melakukan Pemantauan SPBU di seputaran kecamatan Medan Kota dan Kecamatan Medan Maimun terhadap kenaikan harga BBM yang telah ditentukan oleh Pemerintah di Wilayah Hukum Polsek Medan Kota https://t.co/ub4oAFaxgz,Polsekmedankot1,206,"Kota Medan, Sumatera Utara"
80,1.57757E+18,2022-10-05 07:54:20+00:00,"Terima kasih, #KawanPajak!  Pemerintah telah menyalurkan kontribusi dari #KawanPajak dalam bentuk BLT BBM kepada masyarakat yang membutuhkan. https://t.co/6QhQOkiCq3",pajakpbg,212,Jl S. Parman No.43 Purbalingga
81,1.57757E+18,2022-10-05 07:46:29+00:00,"Subsidi BBM jadi beban APBN, penyesuaian Harga BBM langkah tepat pemerintah. Jambi #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/IEOWIAVpzW",NusdalE,40,
82,1.57757E+18,2022-10-05 07:45:12+00:00,Penyesuaian Harga BBM diambil pemerintah untuk menahan inflasi. Jambi #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/g9NBFWKPrV,NusdalE,40,
83,1.57756E+18,2022-10-05 07:42:31+00:00,Pemerintah lakukan langkah tepat dgn lakukan penyesuaian harga BBM cz subsidi BBM udah jadi beban APBN Yuk qta dukung langkah pemerintah lakukan penyesuaian harga BBM ya #BantuanBBMUntukRakyat  #BLTBBMTepatSasaran  #SubsidiTepatSasaran  Banten https://t.co/E27gDKGJPL,Kesha42161810,377,"Banten, Indonesia"
84,1.57756E+18,2022-10-05 07:41:27+00:00,"Upaya yg dilakukan pemerintah untuk mensejahterakan masyarakat kecil, perlu dilakukan penyesuian harga BBM. https://t.co/OewOS8p7WG",RitaMargareta5,44,"Nusa Tenggara Timur, Indonesia"
85,1.57756E+18,2022-10-05 07:40:45+00:00,Penyesuaian harga BBM pemerintah tetap lindungi masyarakat dari gejolak harga minyak dunia https://t.co/ZqxH6H5N25,tianaresdu,20,Denpasar Bali
86,1.57756E+18,2022-10-05 07:39:39+00:00,Penyesuaian harga BBM pemerintah tetap lindungi masyarakat dari gejolak harga minyak dunia https://t.co/i9ndzWwdAd,erixgbaztiaan,65,"Negara, Indonesia"
87,1.57756E+18,2022-10-05 07:38:46+00:00,"Penyesuaian harga BBM diambil pemerintah untuk menahan inflasi, Ayo kita dukung kebijakan Pemerintah. #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran - Jawa Tengah https://t.co/p7xRDiNq05",vivimarga2,14,"Banjarnegara, Indonesia"
88,1.57756E+18,2022-10-05 07:37:39+00:00,"Penyesuaian harga BBM subsidi dilakukan sebagai respons atas fluktuasi harga minyak mentah dunia. Selain itu, Pemerintah juga mempertimbangkan kondisi ekonomi negara. https://t.co/d6rERmiH5U",JayaKatwang15,23,
89,1.57756E+18,2022-10-05 07:36:28+00:00,"Penyesuaian harga BBM itu wajar melihat kondisi global, mari terus dukung kebijakan pemerintah #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran Banten https://t.co/fFVOHZ9leb",sianipar1998,298,"Tirtayasa, Indonesia"
