Unnamed: 0,tweet_text,text
0,"Soal Isu Pertalite Boros, Pemerintah menepis dan memastikan Semua Telah Memenuhi Standar, dgn pengujian sampel BBM pertalite dr 6 SPBU #SukseskanPembangunanNKRI #UtangTerkendali https://t.co/awZwGbJzWi","['soal', 'isu', 'pertalite', 'boros', 'perintah', 'menep', 'dan', 'pasti', 'semua', 'telah', 'penuh', 'standar', 'dgn', 'uji', 'sampel', 'bbm', 'pertalite', 'dr', 'spbu']"
1,Jika revolusi BBM ke Listrik ini berhasil.Pemerintah wajib mengawasi antara pasokan listrik dan penerimaan listrik di pasar. supaya tdk menjadi over supply.  @jokowi  @ganjarpranowo @dini_purwono,"['jika', 'revolusi', 'bbm', 'ke', 'listrik', 'ini', 'hasil', 'perintah', 'wajib', 'awas', 'antara', 'pasok', 'listrik', 'dan', 'terima', 'listrik', 'di', 'pasar', 'supaya', 'tdk', 'jadi', 'supply', 'purwono']"
2,"Harga Minyak Dunia Terus Turun, Saatnya Pemerintah Turunkan Pula Harga BBM Bersubsidiâ¼ï¸  #BersamaMelayaniRakyat #PKSPelayanRakyat #dpcpkswringinanom https://t.co/cDy21Ydw07","['harga', 'minyak', 'dunia', 'terus', 'turun', 'saat', 'perintah', 'turun', 'pula', 'harga', 'bbm', 'subsidi']"
3,Komitmen pemerintah untuk menyalurkan BLT BBM kepada masyarakat. #SalurkanBLTBBM https://t.co/jpbMU4Ndgr,"['komitmen', 'perintah', 'untuk', 'salur', 'blt', 'bbm', 'kepada', 'masyarakat']"
4,Komitmen pemerintah untuk menyalurkan BLT BBM kepada masyarakat. #SalurkanBLTBBM https://t.co/pedOqWyigh,"['komitmen', 'perintah', 'untuk', 'salur', 'blt', 'bbm', 'kepada', 'masyarakat']"
5,Komitmen pemerintah untuk menyalurkan BLT BBM kepada masyarakat. #SalurkanBLTBBM https://t.co/VOJGp6WsOd,"['komitmen', 'perintah', 'untuk', 'salur', 'blt', 'bbm', 'kepada', 'masyarakat']"
6,Komitmen pemerintah untuk menyalurkan BLT BBM kepada masyarakat. #SalurkanBLTBBM https://t.co/7wu7B03XZP,"['komitmen', 'perintah', 'untuk', 'salur', 'blt', 'bbm', 'kepada', 'masyarakat']"
7,Anggota Komisi VII DPR Mulyanto: Saatnya Pemerintah Turunkan Harga BBM Bersubsidi . Jangan planga-plongo. Saat berpihak kepada rakyat. https://t.co/cxiAPxU74I via @tribunnews,"['anggota', 'komisi', 'vii', 'dpr', 'mulyanto', 'saat', 'perintah', 'turun', 'harga', 'bbm', 'subsidi', 'jangan', 'planga', 'plongo', 'saat', 'pihak', 'kepada', 'rakyat', 'via']"
8,"Guna memastikan ketersediaan BBM bersubsidi, pemerintah resmi menambah kuota pertalite dan solar per 1 Oktober 2022. Penambahan pertalite sebanyak 6,86 juta kL, sedangkan solar sebanyak 2,73 juta kL. #Ekonomi #AdadiKompas  https://t.co/DPYIX15cns","['guna', 'pasti', 'sedia', 'bbm', 'subsidi', 'perintah', 'resmi', 'tambah', 'kuota', 'pertalite', 'dan', 'solar', 'per', 'oktober', 'tambah', 'pertalite', 'banyak', 'juta', 'kl', 'sedang', 'solar', 'banyak', 'juta', 'kl']"
9,"Setelah sebulan lalu pemerintah mengumumkan kenaikan harga BBM, kini Provinsi Jawa Tengah (Jateng) mengalami inflasi bulanan sebesar 1,19 persen. Angka inflasi Jateng itu lebih tinggi dari inflasi nasional yang sebesar 1,17 persen. #inibaruid https://t.co/9nUU2mFqd9","['telah', 'bulan', 'lalu', 'perintah', 'umum', 'naik', 'harga', 'bbm', 'kini', 'provinsi', 'jawa', 'tengah', 'jateng', 'alami', 'inflasi', 'bulan', 'besar', 'persen', 'angka', 'inflasi', 'jateng', 'itu', 'lebih', 'tinggi', 'dari', 'inflasi', 'nasional', 'yang', 'besar', 'persen']"
10,"Pemerintah tambah subsidi BBM hingga akhir tahun ð¥  Pemerintah berencana tingkatkan kuota Pertalite sebanyak 6,86 juta kiloliter dan Solar 2,73 juta kiloliter hingga akhir 2022. Kementrian ESDM juga memastikan pembelian keduanya akan dibatasi agar lebih tepat sasaran. https://t.co/cH27iHeGrB","['perintah', 'tambah', 'subsidi', 'bbm', 'hingga', 'akhir', 'tahun', 'perintah', 'rencana', 'tingkat', 'kuota', 'pertalite', 'banyak', 'juta', 'kiloliter', 'dan', 'solar', 'juta', 'kiloliter', 'hingga', 'akhir', 'tri', 'esdm', 'juga', 'pasti', 'beli', 'dua', 'akan', 'batas', 'agar', 'lebih', 'tepat', 'sasar']"
11,"Banyak yg gak suka bahkan benci dg pemerintah, tp kalo ada blt, bansos, prakerja, bantuan bbm, antri paling depan. Ada yg kyk gitu? Banyakkkkkk","['banyak', 'yg', 'gak', 'suka', 'bahkan', 'benci', 'dg', 'perintah', 'tp', 'kalo', 'ada', 'blt', 'bansos', 'prakerja', 'bantu', 'bbm', 'antri', 'paling', 'depan', 'ada', 'yg', 'kyk', 'gitu', 'banyakkkkkk']"
12,Penyesuaian harga BBM ini diambil pemerintah dengan banyak proses pengkajian sehingga menemukan titik temu dimana tidak merugikan rakyat dan negara diambil ditengah #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/wAYTFpR28Y,"['sesuai', 'harga', 'bbm', 'ini', 'ambil', 'perintah', 'dengan', 'banyak', 'proses', 'kaji', 'sehingga', 'temu', 'titik', 'temu', 'mana', 'tidak', 'rugi', 'rakyat', 'dan', 'negara', 'ambil', 'tengah']"
13,Pemerintah menambah kuota Pertalite dan Solar subsidi untuk menjawab kekhawatiran masyarakat terkait ketersediaan BBM di wilayah masing-masing. https://t.co/SfCCk5P2rj,"['perintah', 'tambah', 'kuota', 'pertalite', 'dan', 'solar', 'subsidi', 'untuk', 'jawab', 'khawatir', 'masyarakat', 'kait', 'sedia', 'bbm', 'di', 'wilayah', 'masing', 'masing']"
14,Dukung Kebijakan Pemerintah dalam Penyesuaian Harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/vXK2VdeJni,"['dukung', 'bijak', 'perintah', 'dalam', 'sesuai', 'harga', 'bbm']"
15,BLT adalah solusi untuk Penyesuaian harga BBM dari Pemerintah.  ðBanten #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/ym5eusfdEV,"['blt', 'adalah', 'solusi', 'untuk', 'sesuai', 'harga', 'bbm', 'dari', 'perintah', 'banten']"
16,Pemerintah tambah kuota BBM jenis pertalite dan solar subsidi . . #EkonomiRITetapMenguat https://t.co/lin3ni6WMh,"['perintah', 'tambah', 'kuota', 'bbm', 'jenis', 'pertalite', 'dan', 'solar', 'subsidi']"
17,"Imbas Kenaikan Harga BBM, Iperindo Minta Subsidi Pembiayaan Perkapalan ke Pemerintah https://t.co/YVlKIStZ5D","['imbas', 'naik', 'harga', 'bbm', 'iperindo', 'minta', 'subsidi', 'biaya', 'kapal', 'ke', 'perintah']"
18,Pemerintah Tambah Kuota BBM Bersubsidi Jenis Pertalite dan Solar https://t.co/VmeKmmZUq3,"['perintah', 'tambah', 'kuota', 'bbm', 'subsidi', 'jenis', 'pertalite', 'dan', 'solar']"
19,Dukung pemerintah penyesuain harga BBM tepat sasaran Banten #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/wOxXKSvhyz,"['dukung', 'perintah', 'penyesuain', 'harga', 'bbm', 'tepat', 'sasar', 'banten']"
20,"Pemerintah menambah kuota Bahan Bakar Minyak (BBM) jenis pertalite dan solar subsidi pada 1 Oktober 2022. Penambahan kuota pertalite sebanyak 6,86 juta kiloliter... https://t.co/qIdLtTjlTE","['perintah', 'tambah', 'kuota', 'bahan', 'bakar', 'minyak', 'bbm', 'jenis', 'pertalite', 'dan', 'solar', 'subsidi', 'pada', 'oktober', 'tambah', 'kuota', 'pertalite', 'banyak', 'juta', 'kiloliter']"
21,"Kepala BKF Kementerian Keuangan Febrio Kacaribu mengungkapk, angka inflasi September lebih rendah dibanding perkiraan pemerintah. https://t.co/7sKGBpc14j","['kepala', 'bkf', 'menteri', 'uang', 'febrio', 'kacaribu', 'mengungkapk', 'angka', 'inflasi', 'september', 'lebih', 'rendah', 'banding', 'kira', 'perintah']"
22,bantuan langsung tunai (BLT) dari pemerintah sebagai konsekuensi penyesuaian harga bahan bakar minyak (BBM) memberikan manfaat yang besar bagi masyarakat Pertamina Terbaik https://t.co/WPUYm5XFFy,"['bantu', 'langsung', 'tunai', 'blt', 'dari', 'perintah', 'bagai', 'konsekuensi', 'sesuai', 'harga', 'bahan', 'bakar', 'minyak', 'bbm', 'beri', 'manfaat', 'yang', 'besar', 'bagi', 'masyarakat', 'pertamina', 'baik']"
23,"Saat ini Pemerintah telah menambah kuota pertalite 6,8 juta KL, sementara untuk solat ditambah 2,73 juta KL. Namun demikian BPH Migas menyatakan terus akan mengawasi penyaluran BBM subsidi supaya tepat sasaran.  @pertamina  #BBMIndonesiaPalingMurah https://t.co/37CBVNY5Wl","['saat', 'ini', 'perintah', 'telah', 'tambah', 'kuota', 'pertalite', 'juta', 'kl', 'sementara', 'untuk', 'solat', 'tambah', 'juta', 'kl', 'namun', 'demikian', 'bph', 'migas', 'nyata', 'terus', 'akan', 'awas', 'salur', 'bbm', 'subsidi', 'supaya', 'tepat', 'sasar']"
24,Walaupun kuota BBM di tambah BPH Migas menyatakan akan tetap mengawasi penyaluran subsidi BBM dari pemerintah. Ini akan membuat keadilan bagi rakyat kecil terwujud.  @pertamina  #BBMIndonesiaPalingMurah https://t.co/1l8XJe57PN,"['walaupun', 'kuota', 'bbm', 'di', 'tambah', 'bph', 'migas', 'nyata', 'akan', 'tetap', 'awas', 'salur', 'subsidi', 'bbm', 'dari', 'perintah', 'ini', 'akan', 'buat', 'adil', 'bagi', 'rakyat', 'kecil', 'wujud']"
25,"Pemerintah terus mengupayakan agar BBM bersubsidi tersalurkan dg tepat sasaran, Salah satu langkah yang saat ini tengah dijalankan ialah melalui pemanfaatan aplikasi MyPertamina. @pertamina Pertamina Terbaik https://t.co/0bmr7CFXkP","['perintah', 'terus', 'upaya', 'agar', 'bbm', 'subsidi', 'salur', 'dg', 'tepat', 'sasar', 'salah', 'satu', 'langkah', 'yang', 'saat', 'ini', 'tengah', 'jalan', 'ialah', 'lalu', 'manfaat', 'aplikasi', 'mypertamina', 'pertamina', 'baik']"
26,tersebut pemerintah melakukan campur tangan dalam penentuan harga BBM.  Simak selengkapnya pada infografis di atas!  #kastraddicted https://t.co/rZqbNl7eUU,"['sebut', 'perintah', 'laku', 'campur', 'tangan', 'dalam', 'tentu', 'harga', 'bbm', 'simak', 'lengkap', 'pada', 'infografis', 'di', 'atas']"
27,PKS konsisten mendesak Pemerintah membatalkan kenaikan harga BBM bersubsidiâ¼ï¸  || @diah_nur   #fraksipksdprri  #BersamaMelayaniRakyat  #PKStolakkenaikanBBM https://t.co/sLRU8FMckB,"['pks', 'konsisten', 'desak', 'perintah', 'batal', 'naik', 'harga', 'bbm', 'subsidi', 'nur']"
28,"Bisa Hemat Subsidi BBM Rp502 Triliun, Pemerintah Target 2 Juta Motor Listrik pada 2025 https://t.co/NVGB2ySP33 #TrenAsia","['bisa', 'hemat', 'subsidi', 'bbm', 'rp', 'triliun', 'perintah', 'target', 'juta', 'motor', 'listrik', 'pada']"
29,Pemerintah daerah Bengkulu mendukung kebijakan pemerintah pusat dalam mengatasi dampak kenaikan harga BBM dengan BLT dan BSU.  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/AR2UDK3s3P,"['perintah', 'daerah', 'bengkulu', 'dukung', 'bijak', 'perintah', 'pusat', 'dalam', 'atas', 'dampak', 'naik', 'harga', 'bbm', 'dengan', 'blt', 'dan', 'bsu']"
30,Pertamina memastikan Stok BBM bersubsidi cukup hingga akhir tahun krn pemerintah juga telah menambah stok BBM subsidi  Jadi kalian jangan kuatir Pertalite Aman ð https://t.co/ZgESjcwvtd,"['pertamina', 'pasti', 'stok', 'bbm', 'subsidi', 'cukup', 'hingga', 'akhir', 'tahun', 'krn', 'perintah', 'juga', 'telah', 'tambah', 'stok', 'bbm', 'subsidi', 'jadi', 'kalian', 'jangan', 'kuatir', 'pertalite', 'aman']"
31,Masyarakat Bengkulu mendukung kebijakan pemerintah memberikan BLT BBM untuk mengatasi kesulitan yang dialami oleh warga masyarakat dampak penyesuaian harga BBM.  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah https://t.co/WvherD8iPV,"['masyarakat', 'bengkulu', 'dukung', 'bijak', 'perintah', 'beri', 'blt', 'bbm', 'untuk', 'atas', 'sulit', 'yang', 'alami', 'oleh', 'warga', 'masyarakat', 'dampak', 'sesuai', 'harga', 'bbm']"
32,Pemerintah telah menyetujui penambahan kuota BBM Subsidi agar bisa bertahan sampek akhir tahun   penambahan kuota BBM solar sdh mencapai 87% dan BBM Pertalite 95%   Pertalite aman  BBM Pertamina termurah dan terhemat https://t.co/qf0K8yA1zy,"['perintah', 'telah', 'tuju', 'tambah', 'kuota', 'bbm', 'subsidi', 'agar', 'bisa', 'tahan', 'sampek', 'akhir', 'tahun', 'tambah', 'kuota', 'bbm', 'solar', 'sdh', 'capai', 'dan', 'bbm', 'pertalite', 'pertalite', 'aman', 'bbm', 'pertamina', 'murah', 'dan', 'hemat']"
33,Pemerintah menyetujui penambahan jumlah kuota BBM subsidi agar cukup sampai akhir tahun.  Adapun realisasi penambahan kuota BBM jenis solar sdh mencapai 87 % dan Pertalite sudah mencapai 95 %.  @pertamina  #BBMIndonesiaPalingMurah https://t.co/CXM9D17Ue8,"['perintah', 'tuju', 'tambah', 'jumlah', 'kuota', 'bbm', 'subsidi', 'agar', 'cukup', 'sampai', 'akhir', 'tahun', 'adapun', 'realisasi', 'tambah', 'kuota', 'bbm', 'jenis', 'solar', 'sdh', 'capai', 'dan', 'pertalite', 'sudah', 'capai']"
34,"Harga BBM Indonesia masih paling murah bestie. Karena masih ada subsidi dari Pemerintah di tiap liternya. Contohnya aja Pertalite, produk favorit ini masih disubsidi kisaran 4 rb/liternya.  Pertalite Harga Paling Hemat dan Irit https://t.co/wDMSgQgRsA","['harga', 'bbm', 'indonesia', 'masih', 'paling', 'murah', 'bestie', 'karena', 'masih', 'ada', 'subsidi', 'dari', 'perintah', 'di', 'tiap', 'liter', 'contoh', 'aja', 'pertalite', 'produk', 'favorit', 'ini', 'masih', 'subsidi', 'kisar', 'rb', 'liter', 'pertalite', 'harga', 'paling', 'hemat', 'dan', 'irit']"
35,Pemerintah tambah kuota BBM jenis pertalite dan solar subsidi . . #EkonomiRITetapMenguat https://t.co/IlStZXwlYh,"['perintah', 'tambah', 'kuota', 'bbm', 'jenis', 'pertalite', 'dan', 'solar', 'subsidi']"
36,"Efek BBM Naik Berlanjut, Pemerintah Bakal Lanjutkan BLT 2023? https://t.co/scWKMWFKS2","['efek', 'bbm', 'naik', 'lanjut', 'perintah', 'bakal', 'lanjut', 'blt']"
37,Pemerintah tambah kuota BBM jenis pertalite dan solar subsidi . . #EkonomiRITetapMenguat https://t.co/q9mSgISqJh,"['perintah', 'tambah', 'kuota', 'bbm', 'jenis', 'pertalite', 'dan', 'solar', 'subsidi']"
38,Penyesuaian harga BBM sangat membantu masyarakat dan merupakan keputusan yang tepat oleh pemerintah menegakan keadilan. Pemuda Bali Bersatu dukung penuh penyesuaian harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/Pd5jqp4yD2,"['sesuai', 'harga', 'bbm', 'sangat', 'bantu', 'masyarakat', 'dan', 'rupa', 'putus', 'yang', 'tepat', 'oleh', 'perintah', 'tega', 'adil', 'pemuda', 'bal', 'satu', 'dukung', 'penuh', 'sesuai', 'harga', 'bbm']"
39,Harga BBM Di Indonesia termasuk paling murah di banding rata rata negara Asean hal itu karena adanya subsidi dari Pemerintah Pertamina Terbaik BBM Pertamina Termurah dan Terhemat https://t.co/MLlMtorO65,"['harga', 'bbm', 'di', 'indonesia', 'masuk', 'paling', 'murah', 'di', 'banding', 'rata', 'rata', 'negara', 'asean', 'hal', 'itu', 'karena', 'ada', 'subsidi', 'dari', 'perintah', 'pertamina', 'baik', 'bbm', 'pertamina', 'murah', 'dan', 'hemat']"
40,Manfaat BLT BBM ringankan masyarakat dr gejolak kenaikan hrga global. Ini cara pemerintah memberikan terobosan kpd masyarakat dgn kondisi ekonomi yg tdk menentu dgn cara memberikan kompensasi brupa BLT BBM. Pertamina Terbaik dan Pelayanan Pertamina Luar Biasa https://t.co/CyUWNuN0yT,"['manfaat', 'blt', 'bbm', 'ringan', 'masyarakat', 'dr', 'gejolak', 'naik', 'hrga', 'global', 'ini', 'cara', 'perintah', 'beri', 'terobos', 'kpd', 'masyarakat', 'dgn', 'kondisi', 'ekonomi', 'yg', 'tdk', 'tentu', 'dgn', 'cara', 'beri', 'kompensasi', 'brupa', 'blt', 'bbm', 'pertamina', 'baik', 'dan', 'layan', 'pertamina', 'luar', 'biasa']"
41,"Berlaku sejak 1 Oktober 2022 dan bertujuan untuk memenuhi kebutuhan masyarakat hingga akhir tahun, Pemerintah menambah kuota BBM bersubsidi. Pertamina Terbaik https://t.co/KsXIRjB4Ks","['laku', 'sejak', 'oktober', 'dan', 'tuju', 'untuk', 'penuh', 'butuh', 'masyarakat', 'hingga', 'akhir', 'tahun', 'perintah', 'tambah', 'kuota', 'bbm', 'subsidi', 'pertamina', 'baik']"
42,"Harga Minyak Dunia Terus Turun, Saatnya Pemerintah Turunkan Pula Harga BBM Bersubsidiâ¼ï¸  || @pakmul63  #fraksipksdprri #BersamaMelayaniRakyat #PKSPelayanRakyat https://t.co/Xt7Z0RYIL7","['harga', 'minyak', 'dunia', 'terus', 'turun', 'saat', 'perintah', 'turun', 'pula', 'harga', 'bbm', 'subsidi']"
43,Penyesuaian Harga BBM Pemerintah Tetap Lindungi Rakyat dari Gejolak Harga Minyak Dunia. https://t.co/uTxLjl6woQ,"['sesuai', 'harga', 'bbm', 'perintah', 'tetap', 'lindung', 'rakyat', 'dari', 'gejolak', 'harga', 'minyak', 'dunia']"
44,ICP (harga minyak mentah Indonesia) sudah anjlok di bawah asumsi APBN-P tahun 2022. . Jadi kapan BBM bersubsidi turun Pak Jokowi? â¦@PKSejahteraâ© â¦@FPKSDPRRIâ©  https://t.co/gMn7LWw3jU,"['icp', 'harga', 'minyak', 'mentah', 'indonesia', 'sudah', 'anjlok', 'di', 'bawah', 'asumsi', 'apbn', 'tahun', 'jadi', 'kapan', 'bbm', 'subsidi', 'turun', 'pak', 'jokowi']"
45,"Pemerintah memilih jalan keadilan dengan mengalahkan subsidi BBM menjadi BLT. #PerekonomianKianMembaik #IndonesiaBangkit  Jepang | Ferdy Sambo | 1,5 M | Aremania | Telkomsel | Nasdrun | 77 TNI | Nasdem | Tulus Utamakan Rakyat https://t.co/6vhYf9YtuM","['perintah', 'pilih', 'jalan', 'adil', 'dengan', 'kalah', 'subsidi', 'bbm', 'jadi', 'blt', 'jepang', 'ferdy', 'sambo', 'aremania', 'telkomsel', 'nasdrun', 'tni', 'nasdem', 'tulus', 'utama', 'rakyat']"
46,"Langkah pemerintah menyesuaikan harga BBM jadi momentum perbaikan struktur pemberian subsidi. #PerekonomianKianMembaik #IndonesiaBangkit @jokowi   Jepang | Ferdy Sambo | 1,5 M | Aremania | Telkomsel | Nasdrun | 77 TNI | Nasdem | Tulus Utamakan Rakyat https://t.co/NJqXmPe743","['langkah', 'perintah', 'sesuai', 'harga', 'bbm', 'jadi', 'momentum', 'baik', 'struktur', 'beri', 'subsidi', 'jepang', 'ferdy', 'sambo', 'aremania', 'telkomsel', 'nasdrun', 'tni', 'nasdem', 'tulus', 'utama', 'rakyat']"
47,"Kita harus bersyukur, karena harga BBM di Indonesia masih jauh lebih murah dibandingkan dng negara lain.  Harga BBM ini murah karena disubsidi oleh pemerintah.  @pertamina  #BBMIndonesiaPalingMurah https://t.co/TO2KFPv6LR","['kita', 'harus', 'syukur', 'karena', 'harga', 'bbm', 'di', 'indonesia', 'masih', 'jauh', 'lebih', 'murah', 'banding', 'dng', 'negara', 'lain', 'harga', 'bbm', 'ini', 'murah', 'karena', 'subsidi', 'oleh', 'perintah']"
48,"Terima kasih, #KawanPajak!  Pemerintah telah menyalurkan kontribusi dari #KawanPajak dalam bentuk BLT BBM kepada masyarakat yang membutuhkan. https://t.co/KO24qT9Zgq","['terima', 'kasih', 'perintah', 'telah', 'salur', 'kontribusi', 'dari', 'dalam', 'bentuk', 'blt', 'bbm', 'kepada', 'masyarakat', 'yang', 'butuh']"
49,Pemerintah pantau langsung penyaluran BLT BBM untuk masyarakat  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan Kepulauan Riau https://t.co/qLwx0sbf8s,"['perintah', 'pantau', 'langsung', 'salur', 'blt', 'bbm', 'untuk', 'masyarakat', 'pulau', 'riau']"
50,Penyesuaian harga BBM diambil pemerintah untuk menahan inflasi #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran Kepulauan Riau https://t.co/709ZbQsPiN,"['sesuai', 'harga', 'bbm', 'ambil', 'perintah', 'untuk', 'tahan', 'inflasi', 'pulau', 'riau']"
51,Penyaluran BLT BBM ini sebagai kepedulian pemerintah terhadap perekonomian masyarakat kurang mampu.  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan Jambi ikut mendukung untuk Indonesia https://t.co/mjg2xyYWlV,"['salur', 'blt', 'bbm', 'ini', 'bagai', 'peduli', 'perintah', 'hadap', 'ekonomi', 'masyarakat', 'kurang', 'mampu', 'jambi', 'ikut', 'dukung', 'untuk', 'indonesia']"
52,Pemerintah mempercepat penyaluran BLT BBM Kepada Masyarakat #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan Jambi ikut mendukung untuk Indonesia https://t.co/25OViKy4jZ,"['perintah', 'cepat', 'salur', 'blt', 'bbm', 'kepada', 'masyarakat', 'jambi', 'ikut', 'dukung', 'untuk', 'indonesia']"
53,"""Seluruh rencana ini telah dilaporkan ke pemerintah pusat dan tinggal realisasinya kepada penerima subsidi BBM,"" katanya. https://t.co/Ih67ePmcQA","['seluruh', 'rencana', 'ini', 'telah', 'lapor', 'ke', 'perintah', 'pusat', 'dan', 'tinggal', 'realisasi', 'kepada', 'terima', 'subsidi', 'bbm', 'kata']"
54,"Sumatera Utara mendukung Kebijakan Pemerintah mengalihkan subsidi BBM ke BLT demi mewujudkan penyaluran subsidi yang tepat sasaran #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/almN3RpX1s","['sumatera', 'utara', 'dukung', 'bijak', 'perintah', 'alih', 'subsidi', 'bbm', 'ke', 'blt', 'demi', 'wujud', 'salur', 'subsidi', 'yang', 'tepat', 'sasar']"
55,Ayoo bersama kita dukung pemerintah Jambi Dukung Penyesuaian Harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/O8pjfV5Cn6,"['ayoo', 'sama', 'kita', 'dukung', 'perintah', 'jambi', 'dukung', 'sesuai', 'harga', 'bbm']"
56,Langkah dan kebijakan yang tepat diambil pemerintah Jambi Dukung Penyesuaian Harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/OOtEbsEPwh,"['langkah', 'dan', 'bijak', 'yang', 'tepat', 'ambil', 'perintah', 'jambi', 'dukung', 'sesuai', 'harga', 'bbm']"
57,Upaya pemerintah mengatasi kendala APBN Jambi Dukung Penyesuaian Harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/acYvrbMN8P,"['upaya', 'perintah', 'atas', 'kendala', 'apbn', 'jambi', 'dukung', 'sesuai', 'harga', 'bbm']"
58,"Jangan memperjuangkan hak orang kaya, langkah pemerintah sudah tepat Jambi Dukung Penyesuaian Harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/MsVBwp1KjS","['jangan', 'juang', 'hak', 'orang', 'kaya', 'langkah', 'perintah', 'sudah', 'tepat', 'jambi', 'dukung', 'sesuai', 'harga', 'bbm']"
59,Selengkapnya klik tautan ini  https://t.co/rArSTFA3c4  Ijin tag  @MardaniAliSera @hnurwahid @tifsembiring @lediahanifa @salimsegaf https://t.co/FJguOruhfS,"['lengkap', 'klik', 'taut', 'ini', 'ijin', 'tag']"
60,Penyesuaian harga BBM diambil pemerintah untuk menahan inflasi Jambi Dukung Penyesuaian Harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/SIvSgAKEhP,"['sesuai', 'harga', 'bbm', 'ambil', 'perintah', 'untuk', 'tahan', 'inflasi', 'jambi', 'dukung', 'sesuai', 'harga', 'bbm']"
61,Kebijakan pemerintah sudah tepat Jambi Dukung Penyesuaian Harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/eAOv02Kuz1,"['bijak', 'perintah', 'sudah', 'tepat', 'jambi', 'dukung', 'sesuai', 'harga', 'bbm']"
62,Pemerintah Tambah Kuota Pertalite dan Solar Subsidi #Pertalite #SolarSubsidi #BBM #BPHMigas #SPBU https://t.co/gxR2IdIDSw,"['perintah', 'tambah', 'kuota', 'pertalite', 'dan', 'solar', 'subsidi']"
63,Penyesuaian Harga BBM digunakan Pemerintah Kesejahteraan Masyarakat Indonesia.. Kalimantan Tengah #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/5HLnOwa1qw,"['sesuai', 'harga', 'bbm', 'guna', 'perintah', 'sejahtera', 'masyarakat', 'indonesia', 'kalimantan', 'tengah']"
64,Penyesuaian harga BBM adalah langkah yang tepat diambil pemerintah Jambi Dukung Penyesuaian Harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/ecL2tE5FX0,"['sesuai', 'harga', 'bbm', 'adalah', 'langkah', 'yang', 'tepat', 'ambil', 'perintah', 'jambi', 'dukung', 'sesuai', 'harga', 'bbm']"
65,"Subsidi BBM jadi beban APBN, penyesuaian harga BBM langkah yang tepat diambil pemerintah Jambi Dukung Penyesuaian Harga BBM  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/5mZO3ORPlg","['subsidi', 'bbm', 'jadi', 'beban', 'apbn', 'sesuai', 'harga', 'bbm', 'langkah', 'yang', 'tepat', 'ambil', 'perintah', 'jambi', 'dukung', 'sesuai', 'harga', 'bbm']"
66,"Terima kasih, #KawanPajak!  Pemerintah telah menyalurkan kontribusi dari #KawanPajak dalam bentuk BLT BBM kepada masyarakat yang membutuhkan. https://t.co/hmBpHQfg6X","['terima', 'kasih', 'perintah', 'telah', 'salur', 'kontribusi', 'dari', 'dalam', 'bentuk', 'blt', 'bbm', 'kepada', 'masyarakat', 'yang', 'butuh']"
